fold,fpr,tpr,auc
1,0.0,0.0,0.6111111111111112
1,0.0,0.125,0.6111111111111112
1,0.0,0.25,0.6111111111111112
1,0.2222222222222222,0.25,0.6111111111111112
1,0.2222222222222222,0.5,0.6111111111111112
1,0.3333333333333333,0.5,0.6111111111111112
1,0.3333333333333333,0.75,0.6111111111111112
1,0.5555555555555556,0.75,0.6111111111111112
1,1.0,0.75,0.6111111111111112
1,1.0,1.0,0.6111111111111112
2,0.0,0.0,0.7083333333333334
2,0.0,0.125,0.7083333333333334
2,0.0,0.375,0.7083333333333334
2,0.2222222222222222,0.375,0.7083333333333334
2,0.2222222222222222,0.5,0.7083333333333334
2,0.3333333333333333,0.5,0.7083333333333334
2,0.3333333333333333,0.75,0.7083333333333334
2,0.5555555555555556,0.75,0.7083333333333334
2,0.5555555555555556,0.875,0.7083333333333334
2,0.8888888888888888,0.875,0.7083333333333334
2,0.8888888888888888,1.0,0.7083333333333334
2,1.0,1.0,0.7083333333333334
3,0.0,0.0,0.578125
3,0.0,0.125,0.578125
3,0.0,0.5,0.578125
3,0.375,0.5,0.578125
3,0.375,0.625,0.578125
3,1.0,0.625,0.578125
3,1.0,1.0,0.578125
4,0.0,0.0,0.75
4,0.0,0.125,0.75
4,0.0,0.5,0.75
4,0.5,0.5,0.75
4,0.5,1.0,0.75
4,1.0,1.0,0.75
5,0.0,0.0,0.5873015873015873
5,0.0,0.14285714285714285,0.5873015873015873
5,0.1111111111111111,0.14285714285714285,0.5873015873015873
5,0.1111111111111111,0.42857142857142855,0.5873015873015873
5,0.3333333333333333,0.42857142857142855,0.5873015873015873
5,0.3333333333333333,0.5714285714285714,0.5873015873015873
5,0.4444444444444444,0.5714285714285714,0.5873015873015873
5,0.4444444444444444,0.7142857142857143,0.5873015873015873
5,0.8888888888888888,0.7142857142857143,0.5873015873015873
5,0.8888888888888888,0.8571428571428571,0.5873015873015873
5,1.0,0.8571428571428571,0.5873015873015873
5,1.0,1.0,0.5873015873015873
