fold,fpr,tpr,auc
1,0.0,0.0,0.5694444444444444
1,0.0,0.125,0.5694444444444444
1,0.0,0.375,0.5694444444444444
1,0.1111111111111111,0.375,0.5694444444444444
1,0.1111111111111111,0.5,0.5694444444444444
1,0.7777777777777778,0.5,0.5694444444444444
1,0.7777777777777778,0.875,0.5694444444444444
1,1.0,0.875,0.5694444444444444
1,1.0,1.0,0.5694444444444444
2,0.0,0.0,0.4583333333333333
2,0.0,0.125,0.4583333333333333
2,0.2222222222222222,0.125,0.4583333333333333
2,0.2222222222222222,0.375,0.4583333333333333
2,0.5555555555555556,0.375,0.4583333333333333
2,0.5555555555555556,0.5,0.4583333333333333
2,0.6666666666666666,0.5,0.4583333333333333
2,0.6666666666666666,0.75,0.4583333333333333
2,1.0,0.75,0.4583333333333333
2,1.0,1.0,0.4583333333333333
3,0.0,0.0,0.828125
3,0.0,0.125,0.828125
3,0.0,0.375,0.828125
3,0.25,0.375,0.828125
3,0.25,0.875,0.828125
3,0.375,0.875,0.828125
3,0.375,1.0,0.828125
3,1.0,1.0,0.828125
4,0.0,0.0,0.875
4,0.0,0.125,0.875
4,0.0,0.75,0.875
4,0.125,0.75,0.875
4,0.125,0.875,0.875
4,0.875,0.875,0.875
4,0.875,1.0,0.875
4,1.0,1.0,0.875
5,0.0,0.0,0.6031746031746031
5,0.0,0.14285714285714285,0.6031746031746031
5,0.0,0.2857142857142857,0.6031746031746031
5,0.1111111111111111,0.2857142857142857,0.6031746031746031
5,0.1111111111111111,0.42857142857142855,0.6031746031746031
5,0.5555555555555556,0.42857142857142855,0.6031746031746031
5,0.5555555555555556,0.7142857142857143,0.6031746031746031
5,0.6666666666666666,0.7142857142857143,0.6031746031746031
5,0.6666666666666666,0.8571428571428571,0.6031746031746031
5,0.8888888888888888,0.8571428571428571,0.6031746031746031
5,0.8888888888888888,1.0,0.6031746031746031
5,1.0,1.0,0.6031746031746031
