fold,fpr,tpr,auc
1,0.0,0.0,0.7222222222222222
1,0.0,0.125,0.7222222222222222
1,0.0,0.5,0.7222222222222222
1,0.4444444444444444,0.5,0.7222222222222222
1,0.4444444444444444,0.75,0.7222222222222222
1,0.5555555555555556,0.75,0.7222222222222222
1,0.5555555555555556,0.875,0.7222222222222222
1,0.7777777777777778,0.875,0.7222222222222222
1,0.7777777777777778,1.0,0.7222222222222222
1,1.0,1.0,0.7222222222222222
2,0.0,0.0,0.8055555555555556
2,0.0,0.125,0.8055555555555556
2,0.0,0.375,0.8055555555555556
2,0.1111111111111111,0.375,0.8055555555555556
2,0.1111111111111111,0.75,0.8055555555555556
2,0.3333333333333333,0.75,0.8055555555555556
2,0.3333333333333333,0.875,0.8055555555555556
2,0.8888888888888888,0.875,0.8055555555555556
2,0.8888888888888888,1.0,0.8055555555555556
2,1.0,1.0,0.8055555555555556
3,0.0,0.0,0.734375
3,0.0,0.125,0.734375
3,0.0,0.5,0.734375
3,0.125,0.5,0.734375
3,0.125,0.625,0.734375
3,0.5,0.625,0.734375
3,0.5,0.875,0.734375
3,1.0,0.875,0.734375
3,1.0,1.0,0.734375
4,0.0,0.0,0.765625
4,0.0,0.125,0.765625
4,0.0,0.625,0.765625
4,0.375,0.625,0.765625
4,0.375,0.75,0.765625
4,0.625,0.75,0.765625
4,0.625,0.875,0.765625
4,0.875,0.875,0.765625
4,0.875,1.0,0.765625
4,1.0,1.0,0.765625
5,0.0,0.0,0.6190476190476191
5,0.0,0.14285714285714285,0.6190476190476191
5,0.0,0.2857142857142857,0.6190476190476191
5,0.1111111111111111,0.2857142857142857,0.6190476190476191
5,0.1111111111111111,0.5714285714285714,0.6190476190476191
5,0.6666666666666666,0.5714285714285714,0.6190476190476191
5,0.6666666666666666,0.7142857142857143,0.6190476190476191
5,0.7777777777777778,0.7142857142857143,0.6190476190476191
5,0.7777777777777778,0.8571428571428571,0.6190476190476191
5,1.0,0.8571428571428571,0.6190476190476191
5,1.0,1.0,0.6190476190476191
