fold,fpr,tpr,auc
1,0.0,0.0,0.625
1,0.0,0.125,0.625
1,0.0,0.5,0.625
1,0.3333333333333333,0.5,0.625
1,0.3333333333333333,0.625,0.625
1,0.6666666666666666,0.625,0.625
1,0.6666666666666666,0.75,0.625
1,1.0,0.75,0.625
1,1.0,1.0,0.625
2,0.0,0.0,0.7083333333333334
2,0.0,0.125,0.7083333333333334
2,0.0,0.25,0.7083333333333334
2,0.1111111111111111,0.25,0.7083333333333334
2,0.1111111111111111,0.375,0.7083333333333334
2,0.2222222222222222,0.375,0.7083333333333334
2,0.2222222222222222,0.75,0.7083333333333334
2,0.6666666666666666,0.75,0.7083333333333334
2,0.6666666666666666,0.875,0.7083333333333334
2,0.8888888888888888,0.875,0.7083333333333334
2,0.8888888888888888,1.0,0.7083333333333334
2,1.0,1.0,0.7083333333333334
3,0.0,0.0,0.609375
3,0.125,0.0,0.609375
3,0.125,0.25,0.609375
3,0.25,0.25,0.609375
3,0.25,0.5,0.609375
3,0.5,0.5,0.609375
3,0.5,0.75,0.609375
3,0.625,0.75,0.609375
3,0.625,0.875,0.609375
3,0.75,0.875,0.609375
3,0.75,1.0,0.609375
3,1.0,1.0,0.609375
4,0.0,0.0,0.671875
4,0.0,0.125,0.671875
4,0.0,0.25,0.671875
4,0.25,0.25,0.671875
4,0.25,0.5,0.671875
4,0.5,0.5,0.671875
4,0.5,0.875,0.671875
4,0.625,0.875,0.671875
4,0.625,1.0,0.671875
4,0.875,1.0,0.671875
4,1.0,1.0,0.671875
5,0.0,0.0,0.5873015873015872
5,0.0,0.14285714285714285,0.5873015873015872
5,0.0,0.42857142857142855,0.5873015873015872
5,0.1111111111111111,0.42857142857142855,0.5873015873015872
5,0.1111111111111111,0.5714285714285714,0.5873015873015872
5,0.8888888888888888,0.5714285714285714,0.5873015873015872
5,0.8888888888888888,0.8571428571428571,0.5873015873015872
5,1.0,0.8571428571428571,0.5873015873015872
5,1.0,1.0,0.5873015873015872
