fold,fpr,tpr,auc
1,0.0,0.0,0.4861111111111111
1,0.0,0.125,0.4861111111111111
1,0.1111111111111111,0.125,0.4861111111111111
1,0.1111111111111111,0.25,0.4861111111111111
1,0.3333333333333333,0.25,0.4861111111111111
1,0.3333333333333333,0.375,0.4861111111111111
1,0.6666666666666666,0.375,0.4861111111111111
1,0.6666666666666666,0.75,0.4861111111111111
1,0.7777777777777778,0.75,0.4861111111111111
1,0.7777777777777778,0.875,0.4861111111111111
1,0.8888888888888888,0.875,0.4861111111111111
1,0.8888888888888888,1.0,0.4861111111111111
1,1.0,1.0,0.4861111111111111
2,0.0,0.0,0.6388888888888888
2,0.1111111111111111,0.125,0.6388888888888888
2,0.1111111111111111,0.5,0.6388888888888888
2,0.3333333333333333,0.625,0.6388888888888888
2,0.4444444444444444,0.625,0.6388888888888888
2,0.7777777777777778,0.75,0.6388888888888888
2,0.7777777777777778,0.875,0.6388888888888888
2,1.0,1.0,0.6388888888888888
3,0.0,0.0,0.65625
3,0.0,0.125,0.65625
3,0.0,0.5,0.65625
3,0.375,0.5,0.65625
3,0.375,0.625,0.65625
3,0.5,0.625,0.65625
3,0.5,0.75,0.65625
3,0.875,0.75,0.65625
3,0.875,0.875,0.65625
3,1.0,0.875,0.65625
3,1.0,1.0,0.65625
4,0.0,0.0,0.546875
4,0.0,0.125,0.546875
4,0.0,0.25,0.546875
4,0.375,0.25,0.546875
4,0.375,0.5,0.546875
4,0.5,0.5,0.546875
4,0.5,0.625,0.546875
4,0.625,0.625,0.546875
4,0.625,0.75,0.546875
4,0.75,0.75,0.546875
4,0.75,0.875,0.546875
4,1.0,0.875,0.546875
4,1.0,1.0,0.546875
5,0.0,0.0,0.5396825396825397
5,0.0,0.14285714285714285,0.5396825396825397
5,0.0,0.42857142857142855,0.5396825396825397
5,0.4444444444444444,0.42857142857142855,0.5396825396825397
5,0.4444444444444444,0.5714285714285714,0.5396825396825397
5,0.7777777777777778,0.5714285714285714,0.5396825396825397
5,0.7777777777777778,0.7142857142857143,0.5396825396825397
5,1.0,0.7142857142857143,0.5396825396825397
5,1.0,1.0,0.5396825396825397
