fold,fpr,tpr,auc
1,0.0,0.0,0.6805555555555556
1,0.0,0.125,0.6805555555555556
1,0.1111111111111111,0.125,0.6805555555555556
1,0.1111111111111111,0.5,0.6805555555555556
1,0.3333333333333333,0.5,0.6805555555555556
1,0.3333333333333333,0.625,0.6805555555555556
1,0.4444444444444444,0.625,0.6805555555555556
1,0.4444444444444444,0.75,0.6805555555555556
1,0.5555555555555556,0.75,0.6805555555555556
1,0.5555555555555556,0.875,0.6805555555555556
1,0.8888888888888888,0.875,0.6805555555555556
1,0.8888888888888888,1.0,0.6805555555555556
1,1.0,1.0,0.6805555555555556
2,0.0,0.0,0.7916666666666667
2,0.0,0.125,0.7916666666666667
2,0.0,0.5,0.7916666666666667
2,0.2222222222222222,0.5,0.7916666666666667
2,0.2222222222222222,0.875,0.7916666666666667
2,1.0,0.875,0.7916666666666667
2,1.0,1.0,0.7916666666666667
3,0.0,0.0,0.59375
3,0.0,0.125,0.59375
3,0.25,0.125,0.59375
3,0.25,0.25,0.59375
3,0.375,0.25,0.59375
3,0.375,0.625,0.59375
3,0.5,0.625,0.59375
3,0.5,0.75,0.59375
3,0.625,0.75,0.59375
3,0.625,0.875,0.59375
3,0.75,0.875,0.59375
3,0.75,1.0,0.59375
3,1.0,1.0,0.59375
4,0.0,0.0,0.484375
4,0.0,0.125,0.484375
4,0.125,0.125,0.484375
4,0.125,0.25,0.484375
4,0.25,0.25,0.484375
4,0.25,0.375,0.484375
4,0.5,0.375,0.484375
4,0.5,0.5,0.484375
4,0.625,0.5,0.484375
4,0.625,0.75,0.484375
4,1.0,0.75,0.484375
4,1.0,1.0,0.484375
5,0.0,0.0,0.5079365079365079
5,0.0,0.14285714285714285,0.5079365079365079
5,0.0,0.42857142857142855,0.5079365079365079
5,0.4444444444444444,0.42857142857142855,0.5079365079365079
5,0.4444444444444444,0.5714285714285714,0.5079365079365079
5,1.0,0.5714285714285714,0.5079365079365079
5,1.0,1.0,0.5079365079365079
